,route,sharpe,sortino,std,neg std,min net,acc,mean net
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/RFCPretrained_BruteForce/50_/efficientsemivariance/minsemivariance/1_1d_40,-0.0773688759913682,-0.08164858246198321,0.02753873784440188,0.026095262514011012,-0.1066762828831408,0.8643269862782809,-0.0021306411932423275
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/RFCPretrained_BruteForce/50_/efficientsemivariance/minsemivariance/1_1d_60,-0.08316416626735156,-0.08918556285812827,0.026916678012853693,0.025099388442349393,-0.1027665189727036,0.8597840963842895,-0.0022385030856257302
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/RFCPretrained_BruteForce/50_/efficientfrontier/minvol/1_1d_60,-0.0874453759951839,-0.08895745417454813,0.027751552501178587,0.027279838046556537,-0.1142169332145412,0.8491306840413078,-0.0024267449429156477
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/RFCPretrained_BruteForce/50_/efficientfrontier/minvol/1_1d_40,-0.10046278171485694,-0.10240917465151268,0.027839135119541038,0.027310023385717693,-0.1111762661683186,0.8309302151304925,-0.002796796954644859
