,route,sharpe,sortino,std,neg std,min net,acc,mean net,frequency,periods
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientsemivariance/minsemivariance/4_6h_40,0.10419181555471801,0.1344160289320548,0.029248599641717082,0.022671884620576194,-0.0796703296703296,1.149107397650017,0.0030474646991035777,6h,2
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientsemivariance/minsemivariance/4_6h_80,0.08980250472632391,0.12398634284815585,0.02937599539353384,0.02127684311488287,-0.0796703296703296,1.1242831550409147,0.002638037965168292,6h,2
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientfrontier/minvol/4_6h_40,0.08900260830732172,0.11214931190828734,0.026336642215686344,0.020900973990546544,-0.0796703296703296,1.1117909928476777,0.0023440298512528053,6h,2
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientfrontier/minvol/4_6h_80,0.06256940627888667,0.08406329557023638,0.027525916283000496,0.02048789816562312,-0.0796703296703296,1.0740313328713222,0.0017222802391096803,6h,2
4,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientsemivariance/minsemivariance/4_6h_100,0.05400851219602512,0.07565763980199688,0.029342137808589373,0.020946003759039048,-0.0796703296703296,1.0634020695119757,0.001584725207692649,6h,2
5,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientsemivariance/minsemivariance/4_6h_60,0.04131428528079827,0.05675416746410924,0.028027749558378195,0.02040284428039365,-0.0796703296703296,1.0416981967134449,0.0011579464410336046,6h,2
6,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientfrontier/minvol/4_6h_60,0.03547487245778498,0.04492777202196671,0.026582273079388083,0.02098930582776812,-0.0796703296703296,1.0319509744045423,0.0009430027471293035,6h,2
7,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_20_4/50_150_/efficientfrontier/minvol/4_6h_100,0.0319805997319485,0.044202483987399434,0.027683592174622747,0.02002914317510958,-0.0796703296703296,1.0272478706383597,0.0008853378804791119,6h,2
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientsemivariance/minsemivariance/4_6h_80,-0.11359531835729934,-0.14708592797068976,0.030572605724710437,0.023611401363988607,-0.0801657031001046,0.8209664595974909,-0.0034729048803106744,6h,2
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\6h_4/LowestMomentum_2_EMASlope_30_2/50_150_/efficientsemivariance/minsemivariance/4_6h_40,-0.1170736229623614,-0.14991423533169795,0.03081100288387546,0.024061462387063692,-0.0801657031001046,0.8151638174055645,-0.0036071557347190654,6h,2
