,route,sharpe,sortino,std,neg std,min net,acc,mean net,frequency,periods
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_2/50_/efficientsemivariance/minsemivariance/8_3h_40,0.0238418608300789,0.023088564055801754,0.036267735387726895,0.03745102110492794,-0.1496467456299433,1.01143521944264,0.0008646902997363123,3h,2
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_2/50_/efficientsemivariance/minsemivariance/8_3h_20,0.02090496288547643,0.019466421999971662,0.03830696281730898,0.04113779285953708,-0.1563470693962758,1.0024272250793356,0.0008008056359511698,3h,2
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_2/50_/efficientfrontier/minvol/8_3h_40,0.014263941437061561,0.013314029666630806,0.03583989311289098,0.03839695038040197,-0.1443127941449304,0.9910506855661864,0.0005112181364728229,3h,2
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_2/50_/efficientfrontier/minvol/8_3h_20,-0.0060257302005140645,-0.00536252605453218,0.03722001305115206,0.04182315468962701,-0.1705438349321063,0.9447792989736604,-0.00022427775670585457,3h,2
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_3/50_/efficientfrontier/minvol/8_3h_20,0.03047356740583644,0.027327302166703146,0.038089540992025744,0.04247489151315299,-0.1680374905270926,1.0250376863301196,0.0011607241948778668,3h,3
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_3/50_/efficientsemivariance/minsemivariance/8_3h_20,0.013769822588571061,0.013694479316287304,0.034106493054982395,0.03429413763302994,-0.1403038247465391,0.9930020229785608,0.0004696403584854386,3h,3
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_3/50_/efficientfrontier/minvol/8_3h_40,-0.004660263282821275,-0.004568083457659156,0.03486893503372218,0.03557255885425651,-0.1333649501722062,0.954382840532491,-0.0001624984176487359,3h,3
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_3/50_/efficientsemivariance/minsemivariance/8_3h_40,-0.02018975171665126,-0.021454755186562254,0.03439106964700593,0.032363322322037084,-0.1408431578420318,0.925497365004835,-0.0006943471574431111,3h,3
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_4/50_/efficientfrontier/minvol/8_3h_20,0.02957437298933612,0.02616482799463788,0.040462438856850344,0.04573510894304126,-0.1674282426078226,1.0224925400878666,0.0011966512588106992,3h,4
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_4/50_/efficientsemivariance/minsemivariance/8_3h_40,0.024161614128320606,0.022389589523022117,0.03929988808385949,0.04241027867849134,-0.1604997597308987,1.0099846031945898,0.000949548731168398,3h,4
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_4/50_/efficientfrontier/minvol/8_3h_40,0.01950198652416441,0.01857296687684503,0.039673567943174684,0.041658039478760095,-0.1604997597308987,0.998629828164344,0.0007737133873933138,3h,4
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_4/50_/efficientsemivariance/minsemivariance/8_3h_20,0.018240507665236473,0.01822177633038646,0.04031944319936383,0.0403608901460193,-0.1604997597308987,0.9947394640554588,0.0007354471127360625,3h,4
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_5/50_/efficientfrontier/minvol/8_3h_20,-0.0007262479928169898,-0.0007319455123449703,0.042479036120591576,0.042148376073163366,-0.1674282426078226,0.944302644116057,-3.0850314719380044e-05,3h,5
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_5/50_/efficientsemivariance/minsemivariance/8_3h_20,-0.005002309412705005,-0.004971319483431687,0.04206972723207703,0.04233197911023833,-0.1604997597308987,0.9354627552230482,-0.000210445792522951,3h,5
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_5/50_/efficientfrontier/minvol/8_3h_40,-0.016839836996405767,-0.016221938142891187,0.04030409781692918,0.0418392938960693,-0.1604997597308987,0.9136688634027974,-0.000678714437524281,3h,5
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_5/50_/efficientsemivariance/minsemivariance/8_3h_40,-0.07151943908893763,-0.0706508619109446,0.040730255383649085,0.04123099053851043,-0.1604997597308987,0.7977172460414304,-0.0029130050189877642,3h,5
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_6/50_/efficientsemivariance/minsemivariance/8_3h_20,0.07242330803922795,0.07559371238372761,0.04159699212827078,0.03985241205139687,-0.1604997597308987,1.1351880633335925,0.003012591774411095,3h,6
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\3h_8/LowestMomentum_6/50_/efficientfrontier/minvol/8_3h_20,0.06705496172291492,0.06773774303306244,0.0424039349766474,0.04197651278951261,-0.1674282426078226,1.12369877864775,0.002843394236760064,3h,6
