,route,sharpe,sortino,std,neg std,min net,acc,mean net
0,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/LowestMomentum2_RSISmonthSlopeSlope_RFCPretrained_BruteForce/50_6h_50_/efficientsemivariance/minsemivariance/1_1d_40,-0.004584003049671856,-0.006239500361785944,0.018538007077686405,0.013619404768273693,-0.0500769578244674,0.98914103605236,-8.497828097895293e-05
1,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/LowestMomentum2_RSISmonthSlopeSlope_RFCPretrained_BruteForce/50_6h_50_/efficientsemivariance/minsemivariance/1_1d_60,-0.03570931019934106,-0.045446019079513476,0.01814450019183734,0.014257081233643209,-0.0497560839950556,0.9657525759940608,-0.0006479275857623228
2,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/LowestMomentum2_RSISmonthSlopeSlope_RFCPretrained_BruteForce/50_6h_50_/efficientfrontier/minvol/1_1d_40,-0.05166063903983134,-0.06714519523006628,0.018907915821055204,0.014547504268625016,-0.0484926131344316,0.9516062850895456,-0.0009767950142270491
3,C:\Users\ramon\Documents\Trading\WorkingDir\binance\results\usdt\1d_1/LowestMomentum2_RSISmonthSlopeSlope_RFCPretrained_BruteForce/50_6h_50_/efficientfrontier/minvol/1_1d_60,-0.0748889844020656,-0.09784328842305907,0.019291423991030465,0.014765602972287604,-0.0491833921706199,0.932332702270132,-0.0014447151503579143
